steamLink,header,Name,Copies Sold (LTD),Gross Revenue (LTD),Steam Followers,Current CCU,Today's Top CCU,All-Time High CCU,Review Count,Review Score,Release Date,Tags
https://store.steampowered.com/app/310080,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/310080/header.jpg?t=1671034322,Hatoful Boyfriend,211600,790000,11449,13,23,87,5354,94%,2014-09-04,"[""Visual Novel"",""Dating Sim"",""Anime"",""Female Protagonist"",""Story Rich"",""Otome"",""Comedy"",""Romance"",""Multiple Endings"",""Birds"",""Singleplayer"",""Indie"",""Simulation"",""Funny"",""Casual"",""Great Soundtrack"",""Parody"",""Memes"",""Mystery"",""Illuminati""]"
https://store.steampowered.com/app/1593310,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1593310/header.jpg?t=1677886480,NEKOPARA - Catboys Paradise,211300,0,10880,7,14,1235,5234,89%,2021-07-15,"[""Otome"",""Female Protagonist"",""Visual Novel"",""Dating Sim"",""Anime"",""Free to Play"",""Cute"",""Casual"",""Singleplayer"",""Romance"",""Relaxing"",""Mature"",""Adventure"",""Nudity"",""Cats"",""Indie"",""Story Rich"",""2D"",""Family Friendly"",""Memes""]"
https://store.steampowered.com/app/1150080,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1150080/header.jpg?t=1730833361,Azur Lane Crosswave,210200,5875000,52480,10,20,10413,6486,68%,2020-02-13,"[""RPG"",""Action"",""Anime"",""Adventure"",""Sexual Content"",""Visual Novel"",""Female Protagonist"",""Cute"",""Nudity"",""JRPG"",""Singleplayer"",""Naval"",""World War II"",""Third-Person Shooter"",""Military"",""FPS"",""Shooter"",""Naval Combat"",""Mature"",""Hentai""]"
https://store.steampowered.com/app/1443200,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1443200/header.jpg?t=1707532149,Class of '09,209900,1598000,8720,177,198,378,5719,95%,2021-06-10,"[""Casual"",""Choose Your Own Adventure"",""Comedy"",""RPG"",""2D"",""America"",""Female Protagonist"",""Third Person"",""Satire"",""Multiple Endings"",""Visual Novel"",""Nonlinear"",""Story Rich"",""Sexual Content"",""Singleplayer"",""Dark Comedy"",""Anime"",""Psychological Horror"",""Indie"",""Simulation""]"
https://store.steampowered.com/app/1757490,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1757490/header.jpg?t=1724074956,Waifu Fighter,208700,1401000,23135,7,21,1156,2399,87%,2022-12-21,"[""Sexual Content"",""Hentai"",""Nudity"",""NSFW"",""Anime"",""Casual"",""Martial Arts"",""Funny"",""Rhythm"",""Boxing"",""Cute"",""Combat"",""Action RTS"",""Drama"",""Visual Novel"",""2D Fighter"",""Simulation"",""Action"",""RPG"",""Cartoon""]"
https://store.steampowered.com/app/1155970,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1155970/header.jpg?t=1730298317,Roadwarden,208100,1456000,19323,87,87,600,3386,95%,2022-09-12,"[""RPG"",""Text-Based"",""Adventure"",""Indie"",""Pixel Graphics"",""Interactive Fiction"",""Story Rich"",""Choose Your Own Adventure"",""Fantasy"",""Choices Matter"",""Visual Novel"",""Multiple Endings"",""Dark Fantasy"",""Atmospheric"",""Mystery"",""Singleplayer"",""Detective"",""Drama"",""Crime"",""Great Soundtrack""]"
https://store.steampowered.com/app/1158850,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1158850/header.jpg?t=1727757784,The Great Ace Attorney Chronicles,202500,7510000,29087,249,479,2523,4249,93%,2021-07-26,"[""Visual Novel"",""Adventure"",""Anime"",""Detective"",""Mystery"",""Text-Based"",""3D"",""Story Rich"",""Drama"",""Choose Your Own Adventure"",""Steampunk"",""Historical"",""Retro"",""Conversation"",""Singleplayer"",""Great Soundtrack"",""Puzzle"",""Choices Matter"",""Comedy"",""Point & Click""]"
https://store.steampowered.com/app/237890,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/237890/header.jpg?t=1572353455,Agarest: Generations of War,200600,1346000,9515,17,19,3813,1639,71%,2014-02-04,"[""JRPG"",""Tactical RPG"",""Anime"",""Visual Novel"",""CRPG"",""Turn-Based"",""Party-Based RPG"",""Strategy RPG"",""Character Customization"",""RPG"",""Strategy"",""Romance"",""Dating Sim"",""Story Rich"",""Multiple Endings"",""Turn-Based Combat"",""Fantasy"",""Tactical"",""Adventure"",""Nudity""]"
https://store.steampowered.com/app/1933650,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1933650/header.jpg?t=1729119923,The Imperial Gatekeeper,198800,1659000,15644,19,41,1115,1836,80%,2022-09-02,"[""Sexual Content"",""Nudity"",""Hentai"",""Mature"",""NSFW"",""RPG"",""Adventure"",""Anime"",""Singleplayer"",""Indie"",""LGBTQ+"",""Visual Novel"",""RPGMaker"",""Female Protagonist"",""2D"",""FPS"",""Pixel Graphics""]"
https://store.steampowered.com/app/430960,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/430960/header.jpg?t=1725007683,Lucy -The Eternity She Wished For-,197000,778000,32960,3,9,36,7513,95%,2016-02-28,"[""Visual Novel"",""Anime"",""Dating Sim"",""Story Rich"",""Romance"",""Robots"",""Cute"",""Drama"",""Singleplayer"",""Multiple Endings"",""Simulation"",""Indie"",""2D"",""Sci-fi"",""Great Soundtrack"",""Casual"",""Choose Your Own Adventure"",""Adventure"",""Science"",""Fantasy""]"
https://store.steampowered.com/app/1976440,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1976440/header.jpg?t=1720082814,CounterSide,196300,8140000,7627,490,844,5199,3528,74%,2022-09-01,"[""Free to Play"",""JRPG"",""Anime"",""Cartoon"",""Story Rich"",""RPG"",""2D"",""Visual Novel"",""Tower Defense"",""Singleplayer"",""PvE"",""Comic Book"",""PvP"",""Female Protagonist"",""Real Time Tactics"",""Trading Card Game"",""Post-apocalyptic"",""Side Scroller"",""Modern"",""Party-Based RPG""]"
https://store.steampowered.com/app/2676840,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2676840/header.jpg?t=1735190257,No Case Should Remain Unsolved,196200,1045000,7678,50,166,591,5436,97%,2024-01-17,"[""Interactive Fiction"",""Puzzle"",""Visual Novel"",""Point & Click"",""Investigation"",""Adventure"",""Female Protagonist"",""Story Rich"",""Pixel Graphics"",""Text-Based"",""Immersive Sim"",""Multiple Endings"",""2D"",""Anime"",""Detective"",""Realistic"",""Emotional"",""Drama"",""Choose Your Own Adventure"",""Cute""]"
https://store.steampowered.com/app/555210,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/555210/header.jpg?t=1604630263,Trick and Treat - Visual Novel,195700,0,8362,0,2,5,3586,89%,2016-12-30,"[""Free to Play"",""Visual Novel"",""Anime"",""Horror"",""Sexual Content"",""Casual"",""Indie"",""Romance"",""Simulation"",""Singleplayer"",""Dating Sim"",""Story Rich"",""Psychological Horror"",""Adventure"",""Multiple Endings"",""Mystery"",""Cute"",""Choices Matter"",""Atmospheric"",""2D""]"
https://store.steampowered.com/app/1794470,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1794470/header.jpg?t=1734247585,MILFs of Sunville - Season 1,194500,1278000,15084,83,89,835,2534,90%,2021-11-04,"[""Sexual Content"",""Nudity"",""Mature"",""NSFW"",""Visual Novel"",""Realistic"",""Choices Matter"",""Romance"",""Story Rich"",""Multiple Endings"",""Indie"",""Choose Your Own Adventure"",""Episodic"",""Drama"",""Adventure"",""Replay Value"",""Casual"",""Comedy"",""Funny"",""Cute""]"
https://store.steampowered.com/app/351710,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/351710/header.jpg?t=1730840342,Hyperdimension Neptunia Re;Birth2: Sisters Generation,193800,1653000,23642,18,18,1285,2692,92%,2015-05-29,"[""Anime"",""JRPG"",""Female Protagonist"",""RPG"",""Cute"",""Turn-Based"",""Strategy"",""Comedy"",""Singleplayer"",""Funny"",""Turn-Based Combat"",""Great Soundtrack"",""Story Rich"",""Visual Novel"",""Adventure"",""Nudity"",""Multiple Endings"",""Memes"",""Fantasy"",""Action""]"
https://store.steampowered.com/app/353270,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/353270/header.jpg?t=1730840588,Hyperdimension Neptunia Re;Birth3 V Generation,193600,1851000,36479,11,22,1008,2935,95%,2015-10-30,"[""Anime"",""JRPG"",""Female Protagonist"",""RPG"",""Cute"",""Singleplayer"",""Funny"",""Comedy"",""Nudity"",""Turn-Based"",""Story Rich"",""Adventure"",""Visual Novel"",""Strategy"",""Turn-Based Combat"",""Great Soundtrack"",""Action"",""Memes"",""Fantasy"",""Sexual Content""]"
https://store.steampowered.com/app/1712390,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1712390/header.jpg?t=1726251074,Martial Law,192400,0,3471,0,3,84,3750,92%,2021-12-23,"[""Pixel Graphics"",""Free to Play"",""Choices Matter"",""Multiple Endings"",""Story Rich"",""Atmospheric"",""Adventure"",""Indie"",""2D"",""1980s"",""Visual Novel"",""Singleplayer"",""Cold War"",""Emotional"",""CRPG"",""Colorful"",""Action-Adventure"",""Historical""]"
https://store.steampowered.com/app/1111460,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1111460/header.jpg?t=1734514284,小白兔电商~Bunny e-Shop,191700,1147000,19137,12,54,1935,9042,94%,2021-11-11,"[""Capitalism"",""Visual Novel"",""Dating Sim"",""Simulation"",""Anime"",""Story Rich"",""Cute"",""Life Sim"",""Tactical"",""RPG"",""Romance"",""Multiple Endings"",""2D"",""Casual"",""Fantasy"",""Adventure"",""Singleplayer"",""Time Management"",""Management"",""Indie""]"
https://store.steampowered.com/app/1398210,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1398210/header.jpg?t=1730124717,Selene ~Apoptosis~,191700,166000,16562,24,24,151,4855,89%,2023-02-17,"[""Sexual Content"",""Nudity"",""Visual Novel"",""Horror"",""Mature"",""Free to Play"",""Anime"",""Story Rich"",""Hentai"",""Romance"",""Mystery"",""Thriller"",""Dark"",""Violent"",""Singleplayer"",""Multiple Endings"",""Adventure"",""Choices Matter"",""Lovecraftian"",""Drama""]"
https://store.steampowered.com/app/1958390,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1958390/header.jpg?t=1703284066,Innocence Or Money Season 1 - Episodes 1 to 3,190500,934000,8986,55,73,434,1405,82%,2022-05-20,"[""Sexual Content"",""Nudity"",""Mature"",""Female Protagonist"",""NSFW"",""Visual Novel"",""Adventure"",""Choose Your Own Adventure"",""Dating Sim"",""Funny"",""Indie"",""Dark Humor"",""Romance"",""Story Rich"",""Multiple Endings"",""Choices Matter"",""Open World"",""Early Access"",""Cute"",""Singleplayer""]"
https://store.steampowered.com/app/720280,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/720280/header.jpg?t=1733127648,Fox Hime,187800,160000,11570,2,5,8,3643,85%,2017-11-02,"[""Anime"",""Visual Novel"",""Casual"",""Cute"",""Indie"",""Adventure"",""RPG"",""Singleplayer"",""Mature"",""Dating Sim"",""Romance"",""Hentai"",""Psychological Horror"",""Great Soundtrack""]"
https://store.steampowered.com/app/2553870,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2553870/header.jpg?t=1723057670,The Genesis Order,187400,2525000,29642,325,325,1399,1428,88%,2023-09-01,"[""Sexual Content"",""NSFW"",""Nudity"",""Point & Click"",""Visual Novel"",""Story Rich"",""Exploration"",""3D"",""Puzzle"",""RPG"",""Dating Sim"",""Early Access"",""Top-Down"",""Third Person"",""Detective"",""Casual"",""Romance"",""Linear"",""Comedy"",""Mystery""]"
https://store.steampowered.com/app/1809700,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1809700/header.jpg?t=1722428011,Persona 3 Portable,183600,3066000,20450,124,124,3515,4057,79%,2023-01-18,"[""RPG"",""Story Rich"",""JRPG"",""Turn-Based Combat"",""Anime"",""Female Protagonist"",""Singleplayer"",""Party-Based RPG"",""Emotional"",""Turn-Based Strategy"",""Multiple Endings"",""Dark"",""Visual Novel"",""Mystery"",""Dating Sim"",""Great Soundtrack"",""Adventure"",""Strategy"",""Violent"",""Sexual Content""]"
https://store.steampowered.com/app/347830,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/347830/header.jpg?t=1730838810,Fairy Fencer F,183200,1823000,25954,2,5,1945,1942,90%,2015-08-04,"[""Anime"",""JRPG"",""RPG"",""Cute"",""Singleplayer"",""Fantasy"",""Turn-Based"",""Great Soundtrack"",""Visual Novel"",""Story Rich"",""Comedy"",""Nudity"",""Turn-Based Combat"",""Romance"",""Action"",""Adventure"",""Hack and Slash""]"
https://store.steampowered.com/app/270170,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/270170/header.jpg?t=1447359786,Depression Quest,180300,0,1894,4,5,8,3880,60%,2014-08-11,"[""Short"",""Indie"",""Free to Play"",""Interactive Fiction"",""Choose Your Own Adventure"",""Singleplayer"",""Visual Novel"",""Psychological"",""Text-Based"",""Villain Protagonist"",""Psychological Horror"",""Emotional"",""Realistic"",""Dark"",""Multiple Endings"",""Drama"",""Story Rich"",""LGBTQ+"",""Difficult"",""Choices Matter""]"
https://store.steampowered.com/app/1268110,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1268110/header.jpg?t=1729350065,ISEKAI QUEST,179900,543000,14702,16,24,326,3570,86%,2020-09-15,"[""Sexual Content"",""Hentai"",""Nudity"",""Match 3"",""Puzzle"",""Visual Novel"",""Roguelite"",""Dating Sim"",""Card Game"",""2D"",""JRPG"",""RPG"",""Cute"",""Romance"",""Multiple Endings"",""Funny"",""Casual"",""Hand-drawn"",""NSFW"",""Singleplayer""]"
https://store.steampowered.com/app/469990,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/469990/header.jpg?t=1677887085,NEKOPALIVE,179400,0,12175,3,4,13,1473,92%,2016-05-31,"[""Anime"",""Free to Play"",""VR"",""Cute"",""Sexual Content"",""Music"",""Casual"",""Mature"",""Singleplayer"",""Cats"",""Hentai"",""Great Soundtrack"",""Visual Novel"",""First-Person""]"
https://store.steampowered.com/app/1377360,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1377360/header.jpg?t=1690339886,Vampires' Melody,178800,167000,8314,8,25,148,5027,97%,2020-10-02,"[""Visual Novel"",""Casual"",""Adventure"",""Interactive Fiction"",""Vampire"",""Dating Sim"",""Word Game"",""JRPG"",""Anime"",""Drama"",""Multiple Endings"",""Cartoon"",""Cute"",""Cartoony"",""2D"",""Comic Book"",""Relaxing"",""Alternate History"",""Funny"",""Romance""]"
https://store.steampowered.com/app/1866180,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1866180/header.jpg?t=1682551072,Hooked on You: A Dead by Daylight Dating Sim™,178400,1177000,14033,13,20,4382,5329,90%,2022-08-03,"[""Psychological Horror"",""Dating Sim"",""Visual Novel"",""Choose Your Own Adventure"",""Romance"",""2D"",""Text-Based"",""Anime"",""Choices Matter"",""Comedy"",""Funny"",""LGBTQ+"",""Memes"",""Casual"",""Singleplayer"",""Colorful"",""Mature"",""Story Rich"",""Cult Classic"",""Horror""]"
https://store.steampowered.com/app/2862610,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2862610/header.jpg?t=1732963661,Superscout,177700,2593000,5829,2,16,5374,1532,92%,2024-07-18,"[""FMV"",""Dating Sim"",""Immersive Sim"",""Interactive Fiction"",""RPG"",""Romance"",""Visual Novel"",""Puzzle"",""First-Person"",""Drama"",""Quick-Time Events"",""Story Rich"",""Choices Matter"",""Multiple Endings"",""Cinematic"",""Emotional"",""Surreal"",""Fantasy"",""Relaxing"",""Singleplayer""]"
https://store.steampowered.com/app/570840,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/570840/header.jpg?t=1667486079,家有大貓 Nekojishi,177500,46000,19124,11,13,34,4125,92%,2017-11-12,"[""LGBTQ+"",""Visual Novel"",""Dating Sim"",""Choices Matter"",""Sexual Content"",""Cute"",""Romance"",""Multiple Endings"",""Story Rich"",""Text-Based"",""Cats"",""Nudity"",""Anime"",""Free to Play"",""Singleplayer"",""Atmospheric"",""Adventure"",""Modern"",""Memes"",""Indie""]"
https://store.steampowered.com/app/1129190,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1129190/header.jpg?t=1726415519,Our Life: Beginnings & Always,175900,1917000,22047,224,224,1942,11858,98%,2020-11-16,"[""Visual Novel"",""Romance"",""LGBTQ+"",""Character Customization"",""Dating Sim"",""Choices Matter"",""Free to Play"",""Choose Your Own Adventure"",""Cute"",""Relaxing"",""Multiple Endings"",""Otome"",""Interactive Fiction"",""Replay Value"",""Singleplayer"",""Indie"",""Casual"",""Funny"",""Drama"",""Comedy""]"
https://store.steampowered.com/app/231200,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/231200/header.jpg?t=1692292539,Kentucky Route Zero: PC Edition,175600,2400000,24098,13,19,71,2844,82%,2013-02-22,"[""Adventure"",""Atmospheric"",""Indie"",""Point & Click"",""Surreal"",""Story Rich"",""Episodic"",""Great Soundtrack"",""Narrative"",""Mystery"",""Beautiful"",""Exploration"",""Singleplayer"",""Visual Novel"",""Experimental"",""2D"",""Walking Simulator"",""Stylized"",""Kickstarter"",""Horror""]"
https://store.steampowered.com/app/388750,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/388750/header.jpg?t=1667790323,BlazBlue: Chronophantasma Extend,175200,1980000,25559,9,17,1107,2326,92%,2016-03-02,"[""Anime"",""Fighting"",""2D Fighter"",""Action"",""Great Soundtrack"",""Story Rich"",""Visual Novel"",""Arcade"",""Multiplayer"",""2D"",""Local Multiplayer"",""eSports"",""Singleplayer"",""Controller"",""Cute"",""Difficult"",""Nudity"",""Comedy"",""Competitive"",""Mature""]"
https://store.steampowered.com/app/703700,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/703700/header.jpg?t=1714052314,Our End of the World,174000,1000000,28712,4,12,38,4253,79%,2017-11-02,"[""Sexual Content"",""Dating Sim"",""Multiple Endings"",""Visual Novel"",""Drama"",""Nudity"",""Anime"",""Word Game"",""Adventure"",""Indie"",""Post-apocalyptic"",""Puzzle"",""Simulation"",""Dark"",""Violent"",""Horror"",""FPS"",""Romance""]"
https://store.steampowered.com/app/638650,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/638650/header.jpg?t=1703657343,Sword Art Online Re: Hollow Fragment,173200,1468000,14569,31,36,67,1749,78%,2018-08-20,"[""RPG"",""Anime"",""JRPG"",""Multiplayer"",""Hack and Slash"",""Singleplayer"",""Adventure"",""Open World"",""Online Co-Op"",""Action"",""Character Customization"",""Sexual Content"",""Action RPG"",""Visual Novel"",""Dating Sim"",""MMORPG"",""Dungeon Crawler""]"
https://store.steampowered.com/app/2186570,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2186570/header.jpg?t=1731742781,TELEFORUM,173000,0,2587,7,14,230,2627,92%,2023-10-19,"[""Free to Play"",""Horror"",""Psychological Horror"",""Visual Novel"",""Story Rich"",""Choices Matter"",""Atmospheric"",""Puzzle"",""Exploration"",""Singleplayer"",""Choose Your Own Adventure"",""Adventure"",""Experimental"",""Female Protagonist"",""Hidden Object"",""Drama"",""Retro"",""Multiplayer"",""FMV"",""Philosophical""]"
https://store.steampowered.com/app/1618230,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1618230/header.jpg?t=1719828871,恋爱关系/Romance,172300,605000,16865,1,20,126,2414,85%,2021-09-24,"[""Mature"",""Hentai"",""Nudity"",""NSFW"",""Visual Novel"",""Interactive Fiction"",""Simulation"",""Casual"",""Anime"",""Drama"",""Cute"",""Point & Click"",""Clicker"",""Sexual Content"",""Cartoony"",""Linear"",""2D"",""Adventure"",""Colorful"",""Story Rich""]"
https://store.steampowered.com/app/437160,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/437160/header.jpg?t=1725041691,The Lion's Song: Episode 1 - Silence,171900,4000,15474,4,6,15,2198,92%,2016-07-07,"[""Indie"",""Adventure"",""Pixel Graphics"",""Choices Matter"",""Point & Click"",""Story Rich"",""Episodic"",""Great Soundtrack"",""Visual Novel"",""Female Protagonist"",""Free to Play"",""Atmospheric"",""Music"",""Singleplayer"",""2D"",""Casual"",""Puzzle"",""Historical""]"
https://store.steampowered.com/app/821880,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/821880/header.jpg?t=1734416211,Idol Manager,168100,2103000,22774,63,92,2930,3466,87%,2021-07-26,"[""Visual Novel"",""Economy"",""Romance"",""Management"",""Point & Click"",""Strategy"",""Cute"",""Dark Comedy"",""Nonlinear"",""Simulation"",""Anime"",""Moddable"",""Comedy"",""Singleplayer"",""Indie"",""Replay Value"",""Sexual Content"",""Mature"",""Hentai"",""Nudity""]"
https://store.steampowered.com/app/511680,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/511680/header.jpg?t=1732301894,Fate/EXTELLA,167600,4780000,56568,20,30,2946,3950,91%,2017-07-25,"[""Anime"",""Action"",""Hack and Slash"",""Story Rich"",""Nudity"",""JRPG"",""Female Protagonist"",""Singleplayer"",""Musou"",""Great Soundtrack"",""Cute"",""Visual Novel"",""Sexual Content"",""Dating Sim"",""Fighting"",""RPG"",""Mature"",""Fantasy"",""Multiplayer"",""Third Person""]"
https://store.steampowered.com/app/1602010,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1602010/header.jpg?t=1722509127,Persona 4 Arena Ultimax,167500,2560000,16362,111,144,7099,3174,86%,2022-03-16,"[""2D Fighter"",""Action"",""Anime"",""Fighting"",""Story Rich"",""Multiplayer"",""2D"",""Great Soundtrack"",""Visual Novel"",""JRPG"",""Singleplayer"",""Arcade"",""Sexual Content"",""Local Multiplayer"",""Funny""]"
https://store.steampowered.com/app/2744150,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2744150/header.jpg?t=1710246673,Proud To Love,167300,1370000,8445,0,2,5367,1115,83%,2024-03-11,"[""Immersive Sim"",""Interactive Fiction"",""Visual Novel"",""Dating Sim"",""Romance"",""FMV"",""Female Protagonist"",""RPG"",""First-Person"",""Conversation"",""Multiple Endings"",""Story Rich"",""Relaxing"",""Strategy"",""Choices Matter"",""Casual"",""Simulation"",""Drama"",""Emotional"",""Cinematic""]"
https://store.steampowered.com/app/880950,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/880950/header.jpg?t=1651693343,Maitetsu:Pure Station,165800,1576000,23186,4,25,59,3077,96%,2018-09-21,"[""Sexual Content"",""Anime"",""Visual Novel"",""Mature"",""FPS"",""Nudity"",""NSFW"",""Dating Sim"",""Adventure"",""Cute"",""First-Person"",""Story Rich"",""Trains"",""Simulation"",""Shooter"",""Hentai"",""Great Soundtrack"",""World War II""]"
https://store.steampowered.com/app/347620,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/347620/header.jpg?t=1734514316,Gaokao.Love.100Days,164500,909000,34235,4,27,71,4474,93%,2015-05-30,"[""Dating Sim"",""Visual Novel"",""Multiple Endings"",""Romance"",""Simulation"",""Anime"",""Nudity"",""Casual"",""Mature"",""Indie"",""Cute"",""Adventure"",""Sexual Content"",""Psychological Horror""]"
https://store.steampowered.com/app/2176560,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2176560/header.jpg?t=1712190657,Dreamland,164400,255000,10713,15,20,189,1786,78%,2022-10-31,"[""Early Access"",""Sexual Content"",""Nudity"",""Visual Novel"",""Mature"",""Mystery"",""Choices Matter"",""NSFW"",""Free to Play"",""Dating Sim"",""Romance"",""Adventure"",""Thriller"",""Singleplayer"",""Story Rich"",""Drama"",""Point & Click"",""Collectathon"",""Hidden Object"",""America""]"
https://store.steampowered.com/app/1202690,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1202690/header.jpg?t=1728283958,Sex with the Devil,164300,540000,22023,11,11,134,4505,77%,2021-06-04,"[""Sexual Content"",""Nudity"",""Mature"",""NSFW"",""Violent"",""Gore"",""Simulation"",""Horror"",""3D"",""Singleplayer"",""Psychological Horror"",""First-Person"",""Psychological"",""Visual Novel"",""Realistic"",""Dungeon Crawler"",""Psychedelic"",""Atmospheric"",""Story Rich"",""Action""]"
https://store.steampowered.com/app/898750,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/898750/header.jpg?t=1703657069,Super Robot Wars 30,163200,8775000,37712,228,606,17005,5110,86%,2021-10-27,"[""Strategy"",""RPG"",""JRPG"",""Mechs"",""Turn-Based Strategy"",""Simulation"",""Strategy RPG"",""Turn-Based Tactics"",""Anime"",""Tactical RPG"",""Visual Novel"",""2D"",""Sci-fi"",""Robots"",""Isometric"",""Turn-Based Combat"",""Story Rich"",""Singleplayer"",""Turn-Based"",""Lore-Rich""]"
https://store.steampowered.com/app/313730,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/313730/header.jpg?t=1677888350,Sunrider: Mask of Arcadius,162900,0,14929,2,5,1024,2775,92%,2014-07-02,"[""Anime"",""Visual Novel"",""Free to Play"",""Turn-Based Strategy"",""Mechs"",""Strategy"",""Space"",""Nudity"",""Sci-fi"",""Turn-Based"",""RPG"",""Singleplayer"",""Indie"",""Great Soundtrack"",""Story Rich"",""Tactical"",""Hex Grid"",""Action"",""Romance"",""Difficult""]"
https://store.steampowered.com/app/1924140,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1924140/header.jpg?t=1729350259,ISEKAI FRONTLINE,162200,452000,12049,43,60,756,1578,79%,2023-03-16,"[""Sexual Content"",""Hentai"",""Nudity"",""Action"",""Action Roguelike"",""Bullet Hell"",""2D"",""Romance"",""Pixel Graphics"",""Visual Novel"",""Action RPG"",""Cute"",""Zombies"",""Post-apocalyptic"",""NSFW"",""Military"",""Inventory Management"",""Singleplayer"",""Funny"",""Casual""]"
https://store.steampowered.com/app/387340,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/387340/header.jpg?t=1730844630,Hyperdimension Neptunia U: Action Unleashed,162000,1641000,23829,2,5,1249,2516,91%,2016-03-21,"[""Anime"",""Female Protagonist"",""Hack and Slash"",""Action"",""JRPG"",""RPG"",""Nudity"",""Cute"",""Singleplayer"",""Beat 'em up"",""Comedy"",""Mature"",""Visual Novel"",""Funny"",""Sexual Content"",""Great Soundtrack"",""Memes"",""Adventure"",""Story Rich"",""Musou""]"
https://store.steampowered.com/app/524580,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/524580/header.jpg?t=1730839090,Fairy Fencer F Advent Dark Force,161600,2405000,27753,9,14,99,2056,85%,2017-02-14,"[""Anime"",""JRPG"",""RPG"",""Adventure"",""Turn-Based Combat"",""Singleplayer"",""Story Rich"",""Nudity"",""Visual Novel"",""Cute"",""Funny"",""Fantasy"",""Turn-Based"",""Sexual Content"",""Great Soundtrack"",""Action"",""Dating Sim""]"
https://store.steampowered.com/app/286260,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/286260/header.jpg?t=1667227229,fault - milestone one,156500,732000,16227,0,2,8,2356,93%,2013-08-09,"[""Visual Novel"",""Anime"",""Female Protagonist"",""Fantasy"",""Singleplayer"",""Story Rich"",""Great Soundtrack"",""Adventure"",""Indie"",""Casual"",""Crowdfunded"",""Kickstarter"",""Magic"",""Cute""]"
https://store.steampowered.com/app/496890,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/496890/header.jpg?t=1604052287,Replica,156200,273000,10289,7,10,74,2872,86%,2016-07-11,"[""Indie"",""Pixel Graphics"",""Puzzle"",""Hacking"",""Adventure"",""Dystopian"",""Story Rich"",""Political"",""Mystery"",""Singleplayer"",""Choices Matter"",""Psychological Horror"",""Visual Novel"",""Horror"",""Short"",""Atmospheric"",""Multiple Endings""]"
